"ORGANIZATION NAME","ITEM NUMBER","ITEM DESCRIPTION",UOM,"ON HAND",
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48741,"Keo Dán Ống 500G - Bình Minh  -HAT",Lon,1,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48751,"Khăn 50*100/ Hải Cẩu -HAT",Cái,3,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48752,"Khăn Ăn  33X33- 100Tờ/ Xấp -  E'Mos Premium  -HAT",Bịch,2,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48786,"Mền Nỉ 1,8Mx2M - Nỉ /900G -HAT",Cái,3,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48794,"Mùng  1,6X2M - Tuyn -HAT",Cái,5,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48806,"Nối Thẳng 21- Bình Minh -HAT",Cái,20,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48817,"Nước Tẩy Toilet 960Ml- Okay -HAT",Chai,3,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48838,"Quạt Treo Tường Senko Tc 1880 -HAT",Cái,1,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48875,"Thìa Ăn Cơm Inox Loại Dài, Dày -HAT",Cái,10,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48905,"Võng ( Kèm 4M Dây) Dù Cá Sâu  -HAT",Bộ,2,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48909,"Xi Măng Insee -HAT",Bao,7,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48911,"Xô Nhựa 20L- Đại Triển -HAT",Cái,1,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",49070,"Tilmicin 20% 10kg/bao",Kg,1,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",49233,"Đồng Hồ Nước Phi 34 -Trung Đức ( Không Kiểm Định ) -HAT",Cái,2,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",49252,"Máy Bơm Chìm Hút Nước Sạch 2Hp - Qsd10/28 -220V- Flg  -HAT",Cái,1,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",49256,"Kính Hàn Mica - Đài Loan -HAT",Cái,2,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",49385,"Béc Xịt Tự Động Màu Đỏ -HAT",Cái,2,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",49390,"Lõi Lọc Nước Số 1 (5 Miccro)- Kangaroo -HAT",Cái,3,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",49395,"Phích Cắm 10A- Chống Vỡ P17- Ominsu -HAT",Cái,20,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",49400,"Sơn Xịt Đỏ A211- Win -HAT",Chai,50,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",49401,"Sơn Xịt Xanh A242  - Win -HAT",Chai,20,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",49594,"Ống chích tự động HSW Eco-matic 2ml -CATBD",Cái,3,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",49644,"Quần đồng phục kaki xanh đen -Quang Tuấn",Cái,30,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",49680,"Colistin 10%",Kg,37,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",50011,"AFA-Baby A (Lacta)- Hàng xá",Kg,1052,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",50169,"Colistin 50% (10kg/bao, trộn TA)",Kg,40,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",50232,"Giảm 49-42 Bình Minh -HAT",Cái,5,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",50234,"Kẽm Trắng 1,2Mm -HAT",Kg,4,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",50299,"Quần áo BHLD - cho NV (xanh đen) -Quang Tuấn",Bộ,34,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",50300,"Quần áo bảo vệ -Quang Tuấn",Hộp,9,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",50301,"Nón bảo vệ -Quang Tuấn",Cái,3,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",50314,"BIO BMD (1kg/gói)",Kg,25,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",50622,"Công Tắc Hẹn Giờ Kg316-Ii Decom -HAT",Cái,1,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",50732,"Kim inox số 12x20 (hộp xanh dương) -CATBD",Vĩ,140,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",50735,"Ống chích Inox 10ml DI 304 -CATBD",Cái,6,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",51080,"Nova Tydoxin Max 10Kg Bag",Bao,8.4,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",51240,"Ống Nước 34- Bình Minh -1.9Mm -HAT",Cây,4,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",51254,"Bóng Đèn Uv 60Cm - Andawo -HAT",Cái,4,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",51454,"Test kiểm tra nhanh dịch tả lợn châu Phi - Rocbiotech Inc – Mỹ- 20 cái/Hộp - FA",Cái,50,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",51478,"Ống Nước 21- Bình Minh -1.7Mm -HAT",Cây,3,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",51526,"Ống Nước 60- Bình Minh - 1.8Mm -HAT",Cây,5,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",51544,"Cát Xây Dựng 0 -HAT",M3,1.5,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",52187,"Mùng  1,2X2M - Tuyn -HAT",Cái,5,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",52779,"Sắt Vuông Kẽm 20X20Mm/ 1.4Mm - Hòa Phát -NYP",Cây,5,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",52996,"Heo cái # FP Tân Thắng +W46/2022 (1 máu)",Con,1,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",52997,"Heo cái # FP Tân Thắng +W46/2022 (2 máu)",Con,11,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53100,"Khung sàn đỡ đan nhựa 0.8*2.4m (La 40x4 li) nhúng kẽm -Tư Huỳnh",Cái,120,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53102,"Provac TP 10ds (30ml/lọ)",Lọ,9,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53103,"E.lac men sống chịu kháng sinh 10g/gói",Gói,100,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53170,"PRIME PAC PRRS 50ds (dạng bánh)+ Diluvac Forte nước pha (50ml/chai) - ống chích thường",Bộ,2,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53208,"Heo thương phẩm # FP Tân Thắng +W49/2022",Con,227,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53209,"Heo đực # FP Tân Thắng +W48/2022",Con,1,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53210,"Heo cái # FP Tân Thắng +W48/2022 (1 máu)",Con,4,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53211,"Heo cái # FP Tân Thắng +W48/2022 (2 máu)",Con,55,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53212,"Heo cái # FP Tân Thắng +W49/2022 (2 máu)",Con,35,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53288,"Máng Điện Tử  60Cm- Rạng Đông  M9 - Mỏng -NYP",Cái,4,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53437,"Heo thương phẩm # FP Tân Thắng +W51/2022",Con,823,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53438,"Heo cái # FP Tân Thắng +W50/2022 (1 máu)",Con,2,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53439,"Heo cái # FP Tân Thắng +W50/2022 (2 máu)",Con,56,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53440,"Heo cái # FP Tân Thắng +W51/2022 (2 máu)",Con,16,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53608,"Ốc Lục Giác Chìm M8X30Mm -HAT",Cái,15,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53611,"Puli Sắt Cốt 24, Đk 100Mm ,  1 Rãnh , Bản A -HAT",Cái,15,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53799,"Heo thương phẩm # FP Tân Thắng+W03/2023",Con,379,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53800,"Heo cái # FP Tân Thắng +W03/2023 (2 máu)",Con,1,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53845,"Đúp Bê Đầu Nén 5.0 Hp -HAT",Cái,2,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",53971,"Heo thương phẩm # FP Tân Thắng+W06/2023",Con,1127,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54045,"Nova Doxine 500 10Kg Bag",Bao,1.2,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54068,"Heo thương phẩm # FP Tân Thắng+W08/2023",Con,957,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54126,"Heo thương phẩm # FP Tân Thắng+W09/2023",Con,1006,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54127,"Heo đực # FP Tân Thắng +W09/2023",Con,17,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54128,"Heo cái # FP Tân Thắng +W09/2023 (1 máu)",Con,22,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54134,"Bút viết thẻ tai Mỹ -Kim Hoàn",Cây,1,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54139,"Cờ Lê Vòm Miệng Tự Động 13- Century -HAT",Cái,1,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54224,"Heo thương phẩm # FP Tân Thắng+W10/2023",Con,1054,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54306,"Heo thương phẩm # FP Tân Thắng+W11/2023",Con,988,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54402,"Heo thương phẩm # FP Tân Thắng+W13/2023",Con,875,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54403,"Heo cái # FP Tân Thắng +W13/2023 (1 máu)",Con,9,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54427,"Heo đực # FP Tân Thắng +W12/2023",Con,14,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54459,"Heo thương phẩm # FP Tân Thắng+W14/2023",Con,392,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54460,"Heo đực # FP Tân Thắng +W14/2023",Con,11,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54461,"Heo cái # FP Tân Thắng +W14/2023 (1 máu)",Con,14,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54462,"Heo cái # FP Tân Thắng +W14/2023 (2 máu)",Con,43,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54574,"Heo thương phẩm # FP Tân Thắng+W15/2023",Con,325,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54575,"Heo đực # FP Tân Thắng +W15/2023",Con,1,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54576,"Heo cái # FP Tân Thắng +W15/2023 (1 máu)",Con,9,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",54577,"Heo cái # FP Tân Thắng +W15/2023 (2 máu)",Con,25,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",564,"Nova Amdecol 100mlx30",Chai,129,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",616,"Nova Enrocin 10% 100mlx30",Chai,59,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",699,"Novasal 100mlx30",Chai,6,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",4304,"SG.Atropin 100ml/Chai",Chai,9,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",4171,"Calcium-B12(Vàng) 100ml/Chai",Chai,24,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",8968,"Formal 30 lít/can",Lít,30,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",9210,"Bộ SG.Cept 500ml",Bộ,34,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",10825,"Amox - LA AP 100ml/chai",Chai,70,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",11976,"Nova Flordox 10Kg Bag",Bao,4,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",13277,"AFA Violet spray 100ml/chai",Chai,27,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",13282,"Bio-Linco-S 100ml/chai",Chai,47,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",13284,"Bio-Bcomplex 100ml/chai",Chai,11,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",13285,"Bio-Anazin C 100ml/chai",Chai,73,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",13827,"Bio-Tiamulin 100ml/chai",Chai,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",13961,"Dầu DO 0.05S - 200lít/phuy",Lít,1262,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",13964,"Ingelvac PRRS MLV + Diluent - 50 ds 50 liều / lọ",Bộ,14,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",14102,"Vitamin AD3E 100ml/chai",Chai,98,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",14289,"Xăng RON 95 - 30lít/can",Lít,60,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",14476,"Nova Gentylo 100ml/chai",Chai,50,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",14852,"AFA Nova Mectin 1% 20ml/chai",Lọ,28,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",15073,"Bio-Dexa 100ml/chai",Chai,95,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",15761,"Bio-Bromhexine 100ml/chai",Chai,7,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",15860,"HC Vac 50ds (dạng bánh) + nước pha (100ml/lọ)+50liều/chai + nước pha++",Bộ,142,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",16719,"Bio-Lactated Ringer's 500ml/chai",Chai,55,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",16722,"TH4 200lít/phuy",Lít,470,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",20002,"AFA Novasal 100ml/chai",Chai,100,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",20147,"Racumin Tracking-20GM",Gói,43,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",22033,"Bio-Enro 50 WSP (1kg/gói)",Kg,129,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",22408,"Bio-Peni Strepto 100ml",Chai,71,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",22686,"Porcilis Begonia 50ds (dạng bánh) + Unisolve nước pha (100ml/chai)",Chai,34,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",23726,"Aftogen Oleo - Vaccin FMD 60ds (120ml/chai)",Chai,162,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",28308,"Sút (NaOH) 25kg/bao",Kg,75,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",28996,"Bóng hồng ngoại 100",Cái,60,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",29802,"BIO-DELTOX 1LÍT/CAN",Can,10,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",29829,"Vôi 25kg/bao",Kg,630,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",30604,"Aftogen Oleo - Vaccin FMD 25ds (50ml/chai)",Chai,2,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",30948,"Bio-Amoxcillin 50% 10kg/bao",Kg,100,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",31159,PRELAC#25kg/bao+NUTRIFEED+Netherlands+NONETAX,Kg,11,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",31564,"Bio-Vita Electrolytes 10kg/bao",Kg,16,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",31579,"AFA-Baby B - Hàng xá",Kg,933,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",31580,"AFA-Baby C - Hàng xá",Kg,30192,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",31581,"AFA-A16 - Hàng xá",Kg,58342,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",31752,"Bio- ADE B complex 500 10kg/bao",Kg,42,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",32448,"Deterstorm 5kg/bình",Kg,125,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",34063,"HI-CLEAR DISINFECTANT GRANULES#45Kg/ thùng+DODHIA CHEMTEX+India+10%",Kg,45,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",34489,"Tiamulin WSP AP 10kg/Bao # (farm)",Bao,7,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",35441,"Racumin - 1kg/gói",Kg,2,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",35442,"Transamin 250mg Inj 1x10 ống",Ống,18,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",36172,"Farmxide New 200 lit/phuy",Phuy,3,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",36866,"Coglapix 100ml (50ds) 50 liều/lọ",Chai,129,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",37890,"Xà bông rửa tay 20lit/can",Can,2,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",40737,"Tấm thử ASFV Ag Test Kit - C30021 - 50 cái/Hộp - FA",Cái,24,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",41922,"FLUXIN 50 100ml/chai",Chai,48,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",44346,"Phèn chua",Kg,575,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",44593,"Aqua ORG",Kg,45,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",44998,"AFA-Baby C Super - hàng xá",Kg,20127,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",45096,"Clamoxyl LA 250ml/chai",Chai,28,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",47394,"Antigen Rapid Test Kit covid-19- 20 cái/Hộp",Cái,14,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48585,"Bạc Đạn 6203Zz -Nắp Sắt- Koyo -HAT",Cái,10,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48589,"Băng Keo Điện 5Ml*18Mm*20Y - Nano Tô Nga Dũng- Đen -HAT",Cuộn,5,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48591,"Băng Keo Non Tombo 9082 - Malaysia -HAT",Cuộn,20,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48599,"Bao Tay Cao Su Size Xl- Cầu Vòng -HAT",Đôi,10,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48615,"Bịch Đựng Rác Đen Đại 64X78- 3 Cuộn/ Lốc -HAT",Lốc,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48617,"Bịch Nilong Dẻo (Pe) 20X30 (1 Kg ) -HAT",Kg,4,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48618,"Bịch Nilong Dẻo (Pe) 25X35 (2 Kg) -HAT",Kg,4,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48643,"Ca Múc Nước 2L - Có Cán- Đại Triển -HAT",Cái,2,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48656,"Chiếu Bắc 1.2X2M -HAT",Cái,5,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48659,"Chổi Dừa Cán Dài - Đai Sắt -HAT",Cây,85,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48660,"Chổi Lúa Quét Nhà Cán Dài 1M -HAT",Cái,2,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48661,"Chổi Nhựa Quét Nước Loại Bản Lớn  -HAT",Cây,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48666,"Cọ Quét Sơn 5F- Thanh Thảo -HAT",Cái,10,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48668,"Còi Báo Chống Trộm Kawa -I226B -HAT",Cái,3,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48677,"Đá Mài Dao Đá Mọi- Thái Lan -HAT",Cái,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48702,"Dây Xịt Sát Trùng 50M- Cá Sấu/ Made In Korea -HAT",Cuộn,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48733,"Gương Nhà Tắm Có Đế Bỏ Lược -HAT",Cái,3,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48812,"Núm Uống Heo Ø 21 - Việt Nam- Thạch Sanh -HAT",Cái,30,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48819,"Ổ Cắm 3 Lỗ 2 Chấu K28X  Ominsu -HAT",Cái,7,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48838,"Quạt Treo Tường Senko Tc 1880 -HAT",Cái,3,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48840,"Que Hàn Sắt 2,5Mm- Kim Tín  -HAT",Hộp,10,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48845,"Ren Trong 21-Bình Minh  -HAT",Cái,5,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48897,"Vá Canh Nhỏ 6Cm- Inox - Sử Dụng Trên Bàn Ăn -HAT",Cái,5,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",48910,"Xô Nhựa 16L- Đại Triển -HAT",Cái,2,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",49221,"Móc Quần Áo Loại Trung -HAT",Gói,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",49226,"Sắt Tròn Trơn Phi 12/6M -HAT",Cây,7,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",49230,"Van Khóa Nhựa 21 Chiutong -HAT",Cái,5,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",49400,"Sơn Xịt Đỏ A211- Win -HAT",Chai,36,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",49401,"Sơn Xịt Xanh A242  - Win -HAT",Chai,36,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",49603,"Kềm bấm thẻ tai heo Aflflex -FT",Cái,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",49644,"Quần đồng phục kaki xanh đen -Quang Tuấn",Cái,101,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",50003,"BIO-SORBITOL B12",Kg,38,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",50169,"Colistin 50% (10kg/bao, trộn TA)",Kg,43,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",50197,"Bịch Siêu Thị 20X30 -HAT",Cuộn,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",50208,"Cân Đồng Hồ 5Kg- Nhơn Hòa -HAT",Cái,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",50249,"Lược 0 -HAT",Cái,3,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",50255,"Máy Bơm Hỏa Tiễn 2Hp - 4Sdm03/22- 380V - Flg -HAT",Cái,3,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",50295,"Van Khóa Nhựa 27 Chiutong -HAT",Cái,5,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",50298,"Quần áo BHLD - cho khách (xanh bơ) -Quang Tuấn",Bộ,5,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",50616,"Cân Đồng Hồ 20Kg- Nhơn Hòa -HAT",Cái,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",50713,"Tôn Hoa Sen Thẳng Khổ 1.2 M- 4.0Dem - Xanh/Xám -HAT",M,9,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",50732,"Kim inox số 12x20 (hộp xanh dương) -CATBD",Vĩ,224,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",51079,"Nova C 100 10Kg Bag",Bao,6,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",51080,"Nova Tydoxin Max 10Kg Bag",Bao,11,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",51192,"Mcb ( Cb Tép) Bkn 2P-32A-6Ka- Ls -HAT",Cái,5,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",51240,"Ống Nước 34- Bình Minh -1.9Mm -HAT",Cây,5,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",51454,"Test kiểm tra nhanh dịch tả lợn châu Phi - Rocbiotech Inc – Mỹ- 20 cái/Hộp - FA",Cái,50,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",51485,"Kìm Bấm Cốt 1.25 - 16 , Xài Cơ, Berrylion -HAT",Cái,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",51827,"Nova Levasol 10Kg",Bao,4,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",52201,"Thùng Xốp 20X30X23Cm ( Số 6) -HAT",Cái,5,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",52288,"Kim bấm thẻ tai TQ -Lê Anh",Cái,10,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",52770,"Ống Nước 27- Bình Minh -1.6Mm -NYP",Cây,10,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53078,"Heo thương phẩm # FP Tân Thắng +W47/2022",Con,351,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53098,"Khung sàn đỡ đan nhựa 0.8*2.2m (La 40x4 li) nhúng kẽm -Tư Huỳnh",Cái,58,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53099,"Đan nhựa 40*55*3.2cm *1.4kg (Màu cam, chốt dài) -Tư Huỳnh",Cái,464,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53231,"Heo thương phẩm # FP Lộc Hòa+W50/2022",Con,376,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53232,"Heo đực # FP Lộc Hòa +W50/2022",Con,12,
